sourceUuid,vipArticleUuid,vipArticleTitle
33b79a035c4d4d89b4e80da03a688618_4,np_IClse8VF3nasqmxwKzokzhPXIfz_OignYiiYSIh0__9VJQ,第15章 不受待见的寿宴
ts_1553a28fa0f74b94ae12e6609a646249_4,np_cyY-JcxJ13Strz0iKzl8mxDfcvupOXQsOX_NRoomqPxVJQ,第十六章我该怎么自称呢？
ts_fcce5dc1c3284b5e807451e4d45da4b1_4,np_Inw4JZ5B23Cq8zJzKz18mRDeIq6uP3AsY3mfENxxqa9VJQ,第十六章  大姐你尿了？
fc5e553455f946bebc487bbac07565da_4,np_Jnprfs5E2Hev-m9yKzl7zBDbJKuvOSgob3yeSdd1oa9VJQ,21.自毁前程
a8437cc9e1664be6a6c3b7cd8d7b4a7c_4,np_cy0_JcpBjyX6-z8pK2wkzBCPfvupOHUpbn7FENZyrahVJQ,第19章，刺激的早晨
bd_e49c2240c890493cbbd38bc3b0675708_4,np_YncudZwYsXar_DNOLm8vyUDdGK0,第9章 相亲
bd_f6f16cdbdf344c4cb19f562338e82ce8_4,np_ci86K8RF2XSorjkpKz15m0mMd6GoOXV5aizKQ4p0ofxVJQ,第20章 奇怪的方法
ts_190bed4fead349f5a33ca5bd23df941e_4,np_dCtqf8pBiiWv_jwhK2sryxDbcvqvbnR9PiTIE9l_q6hVJQ,第17章：冷亦琛的愤怒
bd_71f8dc2ab8ab487c81ae64d9d72f6577_4,np_a2oyeZQUsXCh-T1OJmMuxS7a,【021章】你是第一次？
b1b91c5a2f3f41f689685dacfddfa1af_4,np_Jys5JctG2iOt_TgoKzgsyBCPcfuuP3UqOHvFRNd-qq5VJQ,第21章 吹牛疗伤
ts_d9f14589e62543cab5eab821b97bac98_4,np_ICZqLM8V2CavrzkiK257n0nWd6HyPnQoOnufQtxy_PJVJQ,第021章 演戏
bd_475403f263b344bcb9834b71c6beb662_4,np_eXoyZJwfsXSo_D0kQGwoyUbYd8b_,第22章 繁华背后
0a173aa55eb84e478175136e6183967f_4,np_cCY9Kp4S2XKq_WhwK297mBPbcKz6PXV7biTPEt1--v9VJQ,第14章说你偷你就偷
ts_0ec5bfb477a0493484869e5979f67bba_4,np_Jihrf8tJ3Car-jNwK20txEjXcP39biQnYyvPQtsh-PtVJQ,014 你到底给阿勋吃了什么迷魂药
ts_70f765d40c7642c4adb16f33ff33498a_4,np_dS1seMpJjST8rz8jK24qyEnYI62pPCJ7PSjER41yoK1VJQ,第18章
bd_41cccdb3f7324293b127e1c6d458ebc8_4,np_eXoyZJwfsX-r-TslQGkty0Hcfq2UPg,0019 首长！？
ts_54d4630849e146b4939a07159923627f_4,np_JXpvKZwU2CKg8mgpK2MryEndd_qoPiApPnnJSI93q6hVJQ,第十七章 硬气功
ts_d0a7eaf20c8444198623a93c1941e256_4,np_KC1ue55G2nL4_TIiK297mRPfIqj_a3AnYyXKQNYmr_JVJQ,第23章 叶老师
ts_819df1b5b5de4240bc6e1c7f9b786682_4,np_c31jJJgVjH6v_mx3KzkkzEmLJaH6PyUnPiucF953qPJVJQ,020 你被录用了
ts_77d8de1255134535bbb854ba68f70abb_4,np_KXo-KJ5I2CahqT51Kz4lxBDccaj_PiR8PirEEI9xoa5VJQ,第12章 姑嫂吃醋斗嘴
0ce766ef37144bcb96fa4c6ec18d07bf_4,np_Jy1qeJkQ2X74-zwgK20vmBDaJKr9aCctPiXER912-_NVJQ,第10章妖精
bd_21a083ff8180482186634fc545d8e93c_4,np_a3cucZwfiRiq-j4jLmxCzkTcdK_5VSU,第二十一章 笑的在灿烂点
bd_0e0772728e9945a8bdfff71f4e75355e_4,-2,no vip article
bd_0393159422284160bbc7d8c2c921f25c_4,np_Ji1vLZ4S1yb4-DgkK28vyEjed6jzPSQnaivIQ913_K5VJQ,第20章　一直这么任性
bd_0085735d2ff949379c8cc63c4d34287f_4,np_KHs5fJtH2HWrqmh1KzoqyxOPIqCqPyEnYn_NSY0m_a5VJQ,第二十章 床上的要求
bd_51495e8639654176945ee101ebf95bd0_4,np_eXoyZJwfsXap_D8nQGksxEnXdMb_,17.他此刻竟然在这里
ts_a6aad0dece004ad1bd0f045910c49692_4,np_dSlrK54XjCSqrTIpK2l7mxCKc678PCF9by6fRI1wqPxVJQ,015 不是他结婚，还这么上心
bd_aeb3f83476f348b8ab8e5ce29392375a_4,np_a3cucZwfiRiq_z0lKGlCzkDdcajyVSU,第二十一章 是你的
cb062ad6c36a482c9ecb694ec5f38b49_4,np_IihrLJ9Cj3Ct_mwhK2wvnxPYcqutMiYpayzLRo9-q_1VJQ,第14章 我能治
bd_a2066048015149f186ccc4561e6e4103_4,np_eXoyZJwfsXSp-TwnQGwty0TYc8b_,第18章 索取报酬
ts_1bdf7ca37522422b9c1a98c2bcacd1a1_4,np_ICtuecoXjHX8rThzK2h5xEjfdKyqM3R7aSjOF9h2oapVJQ,第十八章一报还一报
ddbe29b8057346e983cfad557736c305_4,np_IntiKc9C2CH_-TMgK29-ykjbIvqpaXN7PnyeRo8hrvlVJQ,第15章 破庙里的书生
f9f4de0739884110a111552a87e6d2d4_4,np_Iy4-LMQT3Hev_mwgKzokykjbc6Dzb3QnaC-ZF9pw__tVJQ,第16章 苏雅的疑惑
bd_8635da0a21d3477c9221b04b6f6a4adc_4,-2,no vip article
65d9622a92a343dc83a9e664d153fb27_4,np_KHk5JcpD3nP68jgmK2J4nhCMfqqoPiAvOSnJR9gm_KpVJQ,第二十三章 浓烈的杀意
ts_e5b262487ab14c869535c53f80f8d49c_4,np_IyhtJJwTiHGsqjt1Kz4vmUndIaiuOnN-bSnISNty__hVJQ,第019章 美女和野兽
ts_fd18cd926ff64390b6c5d11b573de8de_4,np_dy5rK8QU23Gs-zIoKzp8zRPaJq_6bnJ8ainJQ9ZwoK5VJQ,第12章 今晚我们陪你
ts_776f589f258b4fe8a784300fd9e41e98_4,np_JC1vJcpFiib6_j5yKz8lnxDac6yvaCkrPX-eE9x2oa5VJQ,第19章 霍霆的实力
ts_5a6d9cecfa3b46f4abc394b7b818c10d_4,np_IHo-KphFj3D6_24mKz55mRPddf_6b3MobHybRdt3qv9VJQ,第20章 三叔，你心跳好快
4edf4207357e4af59ee7e97a23c8d57e_4,np_Ii4-fp9Ij3X48jwjK2gpxROMI_ipOCB5aSufQY93rv5VJQ,020 一直走到了夜市
0e35e23f37a54116a2fdbaeb736d5607_4,np_KCs-LMpE3nKv_zpzK2ksyBDedPv9OHAvPSXFFdp0-KpVJQ,第13章：帮帮我
bd_a65587e4-d92e-4332-85fe-c07341d93795_4,-2,no vip article
bd_87d6f3fcbbe24e67a3aa8a67914f2e1a_4,-2,no vip article
bd_0073c784e2364f9f92fcd4e9f574ec31_4,np_eWo6c4oUgBit_DMiKAQuzUnac6v9VSU,第12章 善水瓶
bd_4e19ebe4ad6c49b5be7e435ab302b7ed_4,np_d3o1epUEjyn-lDkhK2kpxEexdqj6OCQubC-iRQ,第21章丘一明的礼物
ts_a8b071b5130b462c91f99ff3519ba371_4,np_dSk_L5tBi3P9rj5yK28kyBDcIqH4MigubCvPF4p3r6hVJQ,第25章  配合点插进去
0adff49d444d46a3a89a8e7aa63fd6fa_4,np_dXk6KctI3379-zx0K28tn0jWJf36PCcqOHjMQop0qK1VJQ,　第22章  做我女朋友
bd_b0f3260909e7494db448e4419b79f1c9_4,np_eWo6c4oUgBio-z5OK2opy0Oxcw,第21章 你师妹有男朋友吗
bd_0919d525fb56476aa6a94933c38175b1_4,np_ZX4_aKJC2HKv_jxOLmMuzUPZfqyUPg,第20章  不祥的兆头儿
ts_9ce4c73e83b34eaaa3ed2046bdf4f82f_4,np_JCdiJJtBjSb_rjwmK2olzhDcdKrzPCYqOS-YFNd_oPpVJQ,021 给他点教训
6e8887b6707c43aba69b73ac57f47924_4,np_KStjKZhGj3f4-Dh1Kzokz0jfcfr4PiB9Y3ueFNp0rftVJQ,第45章
267ab872aca54ca780adf4018cad194d_4,np_KCtuf5tI2nf9rz10K2klmBPbdKyuP3N8Pi3OEtt2oa9VJQ,第十二章酒店的尴尬相遇
ts_3f48c3d168d94819bd88197d5bfcf91e_4,np_KX1oK5lBiCGorTolK2wlzhDZf_38PyQrOHzKR9clrv5VJQ,第17章 她现在需要的是你
ts_87348c50158246feac47d63f8cb24c9a_4,np_IHxqKskQiCOg8mhzKz97nhDbcv2pa3QtOCjKR9kj-vhVJQ,第21章 势不两立
baff1a8a6c624f619dc83642b4612d57_4,np_dyppL8hI3HL7qDglK258y0jec636MnMtbSnIFY1_-vxVJQ,第14章话到嘴边
09c096a02cf045e5bb48cebe39854f83_4,np_Jyc4f8tA33Ch-jxyK2IvnEnddqD8bHB8bnyZF40ir_1VJQ,第九章真的不要？
e00300243ab6465d82a977dcbde9593d_4,np_JCxtJZ4S2n6u-m8hK2MtzkncJa_5MyZ9OC2bR4ojr61VJQ,第0021章 你死定了
bd_8b241bb902cc46c69192ab55324fc3bc_4,np_In5uLplB1nWo-Gx0K297zhCIfv3yMyZ6P3vLRoxx_ahVJQ,第18章 县长沈铁山
ts_9e68c9cd4c664e669fab6d4f3001b867_4,np_IHw_f8hF3XWp_T8nK2gtnxPZcPr6PCQoPSWeQIt1q_tVJQ,第二十一章她要勾引我
b32f161171944d27936796aba5c53770_4,np_JXs4Lp8Q3X-t-jgjK28kmBCMc6r9aXIuPS3OEIgkra1VJQ,第020章 宗门藏书阁
a58f3ecd618141248037831cce781bc9_4,np_JShoKcxF3ST_-TpwK2t-m0mLd6D6OyAoOXubFY0mrv9VJQ,第21章 我对她有点好感
737b64ed75c448aabeaacfe3b572df40_4,np_cy84L8gU23D7rW4pKz0ozRCIfqiqOiR6OijPEtghrfJVJQ,第21章 不能帮的忙
bd_bd7796622b514784bbb26675e948fa58_4,-2,no vip article
8772d11404184900b085f69e6c47d281_4,np_IS84JcUX3XCp_mx1Kz17nhDfJKH_PXMmbi7EE9lzrvNVJQ,第15章那叫炮
bd_4a2319e7fae845febf909754bead5e1b_4,-2,no vip article
886265a4fde5474eba060a2073f226fe_4,np_IC4-ecpF3nb_-2wmKzl4mRPddqj7Myl9OC7KSNcir69VJQ,第19章出手
ts_6c1e8cd4d3804504b642dda799543c32_4,np_IidsK5hC1ySv-TtyK2oonkjWdPyuaCZ-aSSbQ9d-r_NVJQ,第19章 再回到贺家
0bade784fcfa46fab6a77986dfc198b3_4,np_dypoLJkVjHGq-WhzK2IsxRCLdv2qPHUmPS3OQ48lrPlVJQ,第十八章 抱错人
647ecc23cc8840a7bc995b2e277d3754_4,np_IyY6LctC3nep_WsgKzkpyUjacKv7Oih-PizEQ49zrfxVJQ,第016章 果然是你
b5907b7ffa1e47419e667b0d60bedcf4_4,np_I3k6Kc4XinL_qmgmK2srnhPdJPv-M3Qnbn7MF9h1_PlVJQ,第19章 肮脏的交易
ts_94f53b002e8746219343724386f82b18_4,np_KSlieJhA2yKt-DMnK2otnkjXc6yoOiQoOCvNF9l0-6pVJQ,第21章 畜生满地爬
bd_cad9715835994875877e49941978b77c_4,np_Jy1rLJlA3ySv-GkhKz15z0neJKn-OyQqbXucENx-rqlVJQ,第十九章：这不是你撒野的地方！
bd_d8ee0ed29cb84ae88b7cc9f7ee877a56_4,-2,no vip article
ts_882e9771b81a456fb59da2dcdcab5293_4,np_d3lufMVI2HOqqW90K255nEmNc_3_OCkobCyfSdok-P5VJQ,第十六章
b1b91c5a2f3f41f689685dacfddfa1af_4,np_Jys5JctG2iOt_TgoKzgsyBCPcfuuP3UqOHvFRNd-qq5VJQ,第21章 吹牛疗伤
bd_2083f7da32b642dd96bdf3ff69278dc3_4,np_JHk5LMkQi3Gq_ztyKz58nxDYJvz8P3Irbn_MR4t2-P9VJQ, 第二十章 找了个靠山
ts_c3047549c69d40cd8e2a15502d35d5f5_4,np_KH1uLpxH2H_9-DonKzl4yEnaI6ivayF6bCmYF9hzqv5VJQ,第13章 翻脸无情
ts_e48183db1ba944c7ab775e59802c250e_4,-2,no vip article
c088019d61394a8daefd3bf2ddfd8a15_4,np_J3k6Kc9Fi3T_rTxyK2Itz0nZdPj7OSF7OC2eENYhr6lVJQ,第二十章 放浪形骸
4fe443e920554f99ad7ce1fdd7d7ceda_4,np_dy5tJJ9Ij3Wv_jMpK2IqxUjYJKv7ayQvbiXIEIp-qvlVJQ,第20章 睡不着做点别的
ts_d1a1027e5796431888bb65dfa745f05f_4,np_cntueZ9FiHP_-mxzKzl_nBCPc_z8b3R5OS7FQNZ-oa1VJQ,第16章 太煌少东是谁
bd_b8e2604015c24e299f4adcf38445b527_4,-2,no vip article
ts_388d25c2a7794685b819fd417dac136e_4,np_Ji84eJ4U33D68j8gK2t5zEncfqiuO3J-anjOR4si__lVJQ,第21章  不是合格的母亲了
bf93ecec326e45faa2c1bbcd9583d69d_4,np_ISg-fJtI33Crrz0hKz0tmxOMdPj-aCJ8by_MFN9_-q1VJQ,21 夜来香
ts_a0b4261347c94c5f9d66261135d3f961_4,np_ICY9LcpJi3WrqWhzKzgtmUiIc6muM3MmP3ucEI0joP5VJQ,第14章 学着讨好我
0a78afb5aa7d418b86e947ee3934f393_4,np_JCY5e8sV3X-g8m5zK2wsyRDccvvyOyZ-b3nJSNojqKlVJQ,第二十章  潜规则
ts_c36022093dff4a78b9f50272486c31c3_4,np_J344LJxC3HatqW91K2kpmxOPdvypOyImOSXJQI8i_PpVJQ,第17章：姑且利用一下他的名号。
ts_0f136ee5e9004a7499bb55abfffd15bd_4,np_IytvLZxJjSGt8zImKz4rxEnWdK-tOSJ5PSqbRt8k-_NVJQ,第十五章
ts_226be7b9ab4b4e838f321410c7180ad3_4,np_Jik4L8hA1nWt-G4oK215xBPYJqzyPnB7OHvPEI9-rf5VJQ,第020章 试着去爱你
ts_82de4a507df84fbc895213c38b0a7557_4,np_InlsKZxAjHOu_TIiK2h_xUiKcaH6PnR7PXjFQN0h_KlVJQ,第17章 找上门
44c2b35b1b4e474a906a584450a85636_4,np_Ji9ifMwSjX79_28lK2stnBDbf6CuM3ItaC3NFdol-P5VJQ,第十七章：他是洪水猛兽
bd_95477e0c4c8d455e88c88ff9b9aa8dd1_4,-2,no vip article
ts_1d8b82b97b3040bb9387c728c2f6f017_4,np_d3tvKp8Q2H-hqj4mKz0pyEnZdvj4aSYpOn7KRIt2oP5VJQ,第16章 别太乐观
bd_e7fe1815043b4fec971fd6f8addb5797_4,np_c3o9K8hGi3T8-m50K298xUnfcPj4OHMrbCmcENlwqfJVJQ,014、究竟谁是绿茶婊
bd_eb02a022cc154cb2a7b79b912a788f33_4,-2,no vip article
ts_34d9be9cbfca4f3893aa474e77dc2b80_4,np_I35jfspJ1yL4rTIoKzkpnBPfIqv6b3cvPSmbQN4j-qlVJQ,第16章：怕……才能听话
e00300243ab6465d82a977dcbde9593d_4,np_JCxtJZ4S2n6u-m8hK2MtzkncJa_5MyZ9OC2bR4ojr61VJQ,第0021章 你死定了
ts_3e4cd93aa26140cdb45dbc1d5d9d3fc3_4,np_d3luJJ5AiiSo8zMkK2p7mBOMJP_9MyUvPn-ZEt0lqP5VJQ,第二十一章 追踪
bd_7cdef66e6e344d5898c432746db05f55_4,np_ZX4_aKJC2H6t-jpOLmIvzkDccKuUPg,第二十三章　嫡福晋
bd_d9bdd8dfc19242acae5d0e00abbe5902_4,np_cCc9eZ9E1nGoqj8pKzp8yhDXIqCvPSl7byueQNh-oPJVJQ,21、难念的经
bd_824166c6-96c4-4af3-8199-3210040ed4ff_4,-2,no vip article
bd_0ebb3c7b9c674cb1a169401a4806bd8d_4,np_ci1tKJ5B3HWu-jshKz8pzkjff_upbHN6aiSeEt4ioP5VJQ,第十七章 男人的心真狠
ts_a0777724723342c598ac5924ee6ba016_4,np_c3o_KchI2Xau_G4lKzoqzkjdf_r9aCJ8Pn-YQtslqfJVJQ,第二十一章 承认
ts_9863689ddb244261a457d30a6916214f_4,np_dH4-Jc8Qi3P6-GglKz8vzRDbJvzzOSZ9YijKRYh-_6lVJQ,第十七章、学长回来了
ts_2778df0161114aa688a6b88c46ec4127_4,np_KCptK8sSi3Wg_jogK24ryxDYIa6oa3UmaHifRN4i-vhVJQ,第21章 车祸
bd_2873c7393123487cb30a182bfa4b15f1_4,-2,no vip article
bd_b4375f790d81450faded708d98f1f010_4,np_dH1qKMVE3374rTx3K2glxEmKdqryOHMvbHzJF9clr_lVJQ,第十二章：他是故意的
bd_fb81ab6711554cf58ca7455e4cacc1dc_4,-2,no vip article
bd_59c6b8f9ad0e441a8513ad8f51e1c376_4,np_ZX4_aKJC2XSg_TlOLWstxUPecKuUPg,019 第一次
ts_a2f479b711e54c09bb1b3b2963f51da7_4,np_c35vKMpC3CT7-zMhK25-ykjYcKn5MyMtbi_NQt4hoP1VJQ,第十六章   这是你的手段？
ts_9eddf4cdf8c7472cac673bcd0c1efab0_4,np_cCw_LMpCiyOv_mkhK2x7nhDcfqD5byZ-byvPRI0ir_NVJQ,027 起了反应
ts_3d12d741f785419e9309602f46bdeb12_4,np_J31iJMgV3XOgqTMpKzovmxCId6uqaHQqPi2YSdgkqf5VJQ,第17章 理解有误
bd_38863903f813404a8c1b61d42e2c20b3_4,-2,no vip article
bd_ca08483e9b664b37be4d5f5b6fbb7b20_4,np_eXoyZJwfsXKv-zslQGovyEbYd6iUPg,021、好大一份见面礼
bd_b4201212e0924d79bbc7fa49504f2643_4,np_KHxsLpxH2HetrjMjK28tyhOLI_qvb3cpOSSYQIt1_PtVJQ,第二十六章  贱人开门
ts_220a75cbdb8b4e7699a63dcd3e3d343f_4,np_IXw-K8tHjHOu-zImK2x5yUnaI6uuOiMmbnjKEox2-vxVJQ,第21章：睡在一起，真有野心！
074fc92da1f64e0993f84cea1246fa59_4,np_KCptKZ5GjSOpqG8kKzh7yRPXJKqqPiEqbymYQo8lqvJVJQ,第8章：被拳打脚踢
ccbedea54de34857b128fef2f37af63d_4,np_cyhsKJhEin7882wiKz0lykjeJqn7Oyl9bimbSY9w_alVJQ,第二十章 男朋友
ts_661dd105f1ac4b77b1ba2bfd0dfee8d3_4,-2,no vip article
5888cd05820f4f3fb97e5535718259d4_4,np_Jyc9L5lB33__rmtzKzl5zEnfIa36PCArbn7KQ9sk_PJVJQ,第7章 落井下石
bd_890986cdc39044699146eab046c492f6_4,np_KSdsLcxD3CKs_G53K2N7yBDcf62oPSYtaiSYFYt-_f5VJQ,第21章 苏简安遭人肉
bd_cc2438d9bdda41ac9d87ca02d974901e_4,np_eXoyZJwfsXWg-zohQG0qy0TacMb_,016.吻别
ts_e1b359c5270b409f89e0cd713f4d6bf7_4,np_KCc5KcpH2iX8-DlwK2IunkjcJqH6bCYsbi3FSI0mqv1VJQ,第19章 离家出走
bd_a2066048015149f186ccc4561e6e4103_4,np_eXoyZJwfsXSp-TwnQGwty0TYc8b_,第18章 索取报酬
84faa41391a74d7b816622fc1d3c0457_4,np_KC9tK8wT2yL68z4kKz4vnkjZJaz4P3MuYiScF9Zzq6hVJQ,第十九章 你斗不过他的
ts_c93530126f0740f492fedde4f9582daf_4,-2,no vip article
ts_35730aa1333248e7a9439bf01319a38a_4,np_JXlpf89AiHX_rzojK2som0jbcKr8MnMpYi3JFNl0qPNVJQ,第十六章：他刚好不喜欢麻烦事多的女人
bd_a4e4810a43e440c3841fd4620a666c2f_4,-2,no vip article
bd_7f03a95def564b9ea48c16c86aead10a_4,np_IipifJkX136s_jNwKz8ryhPbdKzzb3Asa37OF9d_-q1VJQ,第十四章 怎么会？
ts_28bc69cc70924507bec28dc513730e1f_4,np_Ji89KMtI2yKu-D8kK2N4mUmNdq34PyF6PSzFRth-oPxVJQ,第19章：她连女奴都不如
ts_f91b29a6669f488b9e7ea191f2846a2b_4,np_cnpqe5lA2n6u-jsoK294zkmLcqGqPnN7bi2fQ99_qvNVJQ,第19章：一声亲爱的，让她起了一身鸡皮疙瘩
